seq	AlphaPubDate	PathID	PubYear	RecordID	RecordTitle	Title	bookauthor	bookdate	booktitle	matchquality	isfiction	singlework	actualtitle	actualauthor	howpositive	genresnamed	comments
632	May 1844	20160127231107_00001	1844	5844799	Agathonia. A Romance.	The Metropolitan magazine,  1833-1840	Gore, (Catherine Grace Frances), Mrs	1844.0	Agathonia : a romance	2.53735533982221							
633	Apr 1917	20160127190207_00009	1917	3189880	MOOR FIRES.	The Bookman	Young, E. H. (Emily Hilda)	1916.0	Moor fires	2.275							
634	Jun 1, 1823	20160128002611_00001	1823	8569021	Quentin Durward.	Examiner	Scott, Walter, Sir	1823.0	Quentin Durward	2.5957142857142856							
635	Dec 1903	20160127183526_00007	1903	3173134	SIR FRANK BURNAND'S RECORDS AND REMINISCENCES.	The Bookman											
636	Apr 23, 1825	20160127230759_00009	1825	5105125	Thomas Fitzgerald, the Lord of Offaley.	The Literary gazette : A weekly journal of literature, science, and the fine arts	pseud. Mac-Erin O'Tara	1825.0	Thomas Fitz-Gerald, the Lord of Offaley.  A romance of the sixteenth century	2.9169703703703704							
637	Jun 18, 1870	20160127192201_00017	1870	8804841	An Old-Fashioned Girl.	The Athenaeum	Alcott, Louisa May	1870.0	An old-fashioned girl	2.7279026217228464							
638	Mar 1848	20160127224227_00003	1848	4415725	ADVENTURES OF A MEDICAL STUDENT.	New monthly magazine and humorist, Jan. 1837-Dec. 1852											
639	Feb 22, 1817	20160127230351_00004	1817	5148564	LETTERS written by the Rt. Hon. PHILIP DORMER STANHOPE, Earl of Chesterfield, to ARTHUR CHARLES STANHOPE, Esq. relative to the Education of his Lordship's Godson, PHILIP, the late Earl.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Pitt, William	1804.0	Letters written by the late Earl of Chatham to his nephew, Thomas Pitt, esq	2.239455454435141							
640	Mar 2, 1878	20160127190927_00008	1878	6662249	In Love and War.	The Academy, 1869-1902, 0269-333X	Gibbon, Charles	1877.0	In love and war	2.325197956577267							
641	Oct 19, 1872	20160128005709_00008	1872	8598516	GUSTAVUS ADOLPHUS AND THE THIRTY YEARS' WAR.	Examiner	Topelius, Zacharias	1872.0	Gustave Adolf and the Thirty Years' War : an historical novel / by Z. Topelius ; translated by Selma Borg and Marie A. Brown	2.131670010449321							
642	Dec 1912	20160127190618_00013	1912	3194348	THE UNDER TRAIL.	The Bookman	Chapin, Anna Alice	1912.0	The under trail	2.3233555214200377							
643	Mar 16, 1857	20160127231005_00012	1857	5004549	Friends of Bohemia; or, Phases of London Life.	The Critic	Whitty, Edward Michael	1857.0	Friends of Bohemia : or, Phases of London life	2.6486751322751325							
644	Mar 19, 1898	20160127192405_00018	1898	6777720	The Rise of Democracy.	The Academy, 1869-1902, 0269-333X		1896.0	The rise of a new democracy	2.148601610776636							
645	May 1820	20160127230454_00006	1820	4819789	NAVAL AFFAIRS.	Monthly Review, or, Literary Journal, 1752-1825											
646	Jun 1800	20160127230657_00008	1800	4564234	Travels through the United States of North America, &c.	The Critical review, or, Annals of literature	Taurinius, Zacharias	1801.0	Travels through the interior of Africa, from the Cape of Hope to Morocco; in Caffraria, the kingdoms of Mataman, Wangara, Haoussa, &c., &c. and thence through the desert of Sahara and the north of Barbary to Morocco; between the years 1781 and 1797	2.344346127946128							
647	Sep 24, 1887	20160127191542_00003	1887	8764875	A Secret Inheritance.	The Athenaeum	Farjeon, B. L. (Benjamin Leopold)	1887.0	A secret inheritance	2.564383116883117							
648	Dec 1895	20160127185757_00006	1895	3164034	THE LONG ARM.	The Bookman	Gardenhire, Samuel Major	1906.0	The long arm	2.1429581529581534							
649	Apr 1, 1853	20160127230759_00009	1853	4994620	VOYAGES AND TRAVELS.	The Critic		1838.0	Voyages and travels	2.481742424242424							
650	Oct 26, 1850	20160128010332_00014	1850	8852050	The Natural History of the Varieties of Man.	Examiner	Smith, Albert	1847.0	The natural history of the ballet-girl	2.7162893081761004							
651	Jan 1811	20160127230759_00009	1811	4816523	Art. 43. Phocion's Opinions on the Public Funds, on the Circulating Medium, and on Situation of the United Kingdom at this critical juncture.	Monthly Review, or, Literary Journal, 1752-1825											
652	May 1892	20160128003734_00010	1892	6160791	CHAPTERS FROM SOME UNWRITTEN MEMOIRS.	Macmillan's magazine,  1859-1907	Ritchie, Anne Thackeray	1895.0	Chapters from some unwritten memoirs	3.216029785669368							
653	Dec 1913	20160127190721_00014	1913	3202308	THE EAGLE'S TALON.	The Bookman	Ohnet, Georges	1913.0	The eagle's talon	2.6614285714285715							
654	Mar 1828	20160127191440_00012	1828	8537224	65. De Lisle, or, the Sensitive Man. 3 vols. 8vo. Bull.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833		1828.0	De Lisle, or, The sensitive man : in two volumes	2.7826048050460424							
655	Feb 8, 1879	20160127191542_00003	1879	8705708	MUSIC	The Athenaeum											
656	Dec 13, 1884	20160127190516_00005	1884	6704429	The Ruba iyat of' Omar Khayyam.	The Academy, 1869-1902, 0269-333X	Omar Khayyam	1889.0	Rubaiyat of Omar Khayyam	2.1720963487435787							
657	Sep 2, 1850	20160127231005_00012	1850	5006878	Critical and Historical Tracts.	The Critic	Macaulay, Thomas Babington Macaulay	1850.0	Critical and historical essays	2.514175757575757							
658	Nov 19, 1825	20160127234659_00002	1825	5107856	Friendship's Offering.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Hervey, Thomas K	1826.0	Friendship's offering	2.8357142857142854							
659	Dec 1806	20160128003530_00008	1806	6080593	SOME ACCOUNT OF THE PERSONS INCLUDED IN THE PROPHECY OF M. DE CAZOTTE.	The Literary panorama, 1806-1819	Sterne, Laurence	1804.0	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	2.1810469060351414							
660	Jan 1810	20160127192715_00011	1810	8213959	11. The Adventures of poor Puss: in two Parts.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Sandham, Elizabeth	1809.0	The adventures of poor puss	2.2294827838827844							
661	Apr 14, 1849	20160128005501_00006	1849	8402331	A Man Made of Money.	Examiner	Jerrold, Douglas William	1849.0	A man made of money	2.796681725354292							
662	May 1, 1880	20160127191233_00010	1880	6680728	The Odyssey of Homer.	The Academy, 1869-1902, 0269-333X	Homer	1879.0	The Odyssey of Homer	2.663409090909091							
663	Dec 18, 1875	20160128005915_00010	1875	8819213	CHRISTMAS BOOKS.	Examiner	Dickens, Charles	1885.0	Christmas books	2.256296296296296							
664	Jun 9, 1822	20160128010434_00015	1822	8633613	Memoirs of the Life and Writings of the Right Honourable Lord Byron, with Anecdotes of some of his Contemporaries.	Examiner	Goldsmith, Oliver	1837.0	Memoris of the life and writings of Dr. Goldsmith. The vicar of Wakefield. An inquiry into the present state of polite learning	2.2372489262371613							
665	Apr 18, 1857	20160127191440_00012	1857	8631841	The Star and the Cloud; or, a Daughter's Love.	The Athenaeum	Roe, A. S. (Azel Stevens)	1853.0	The star and the cloud; or, A daughter's love	3.3842424242424243							
666	Oct 24, 1914	20160127192303_00008	1914	8970515	The Letter of the Contract.	The Athenaeum	King, Basil	1914.0	The letter of the contract	2.922121212121212							
667	Feb 22, 1902	20160127190208_00002	1902	6803504	THE OPPORTUNIST.	The Academy and literature, 1902-1905	Mitton, G. E. (Geraldine Edith)	1902.0	The opportunist	2.4433333333333334							
668	Feb 23, 1850	20160127230759_00009	1850	5167633	Book review	The Literary gazette : A weekly journal of literature, science, and the fine arts											
669	Mar 4, 1848	20160127192053_00005	1848	9152241	The Count, or Sublunary Life.	The Athenaeum		1848.0	The count, or, Sublinary life	2.4395064237775648							
670	Jul 25, 1868	20160128010124_00007	1868	8496990	The Rock Ahead.	Examiner	Yates, Edmund Hodgson	1868.0	The rock ahead	2.4325							
671	Apr 11, 1863	20160127224123_00002	1863	4360385	THE COST OF A SECRET.	The London review of politics, society, literature, art, and science	Blagden, Isa	1863.0	The cost of a secret	2.5853205128205134							
672	Dec 22, 1838	20160127192303_00008	1838	8899938	Incidents of Travel in Greece, Turkey, Russia, and Poland.	The Athenaeum	Stephens, John L	1839.0	Incidents of travel in Greece, Turkey, Russia and Poland	3.831944444444445							
673	Jul 22, 1826	20160127230351_00004	1826	5204721	Fairy Legends, and Traditions of the South of Ireland.	The Literary gazette : A weekly journal of literature, science, and the fine arts		1828.0	Fairy legends and traditions of the south of Ireland	3.1008251461988303							
674	Feb 1800	20160127190310_00010	1800	2658173	Mordaunt. Sketches of Life, Characters and Manners in various Countries; including the Memoirs of a French Lady of Quality. By the Author of Zeluco and Edward. 3 vols. 8vo. Robinsons. 1800.	The New London review; or, monthly report of authors and books, Jan. 1799-Jun. 1800	Moore, John	1800.0	Mordaunt. Sketches of life, characters, and manners, in various countries; including the Memoirs of a French lady of quality	3.429263967357188							
675	Jul 10, 1897	20160127193122_00012	1897	8850939	The Bridal March.	The Athenaeum	Bjørnson, Bjørnstjerne	1912.0	The bridal march	2.283333333333333							
676	Sep 9, 1882	20160127192510_00019	1882	8738391	Daisies and Buttercups.	The Athenaeum	Riddell, J. H., Mrs	1882.0	Daisies and buttercups	2.99							
677	Nov 1800	20160127183934_00012	1800	3923777	SKETCH OF THE LIFE AND WRITINGS OF ALEXANDER POPE, ESQ.	The Monthly visitor, and pocket companion, July 1797-Dec. 1800	Necker de Saussure, Albertine Adrienne	1820.0	Sketch of the life, character, and writings of Baroness de Staël-Holstein	2.2144492063492063							
678	Apr 22, 1854	20160127193122_00012	1854	8698293	Rambles and Recollections of a Fly-Fisher; illustrated, with an Appendix, containing Complete Instructions to the Novice, inclusive of Fly-making, and a List of really useful Flies.	The Athenaeum	Cartwright, William	1854.0	Rambles and recollections of a fly-fisher	2.715195681511471							
679	Mar 9, 1912	20160127190619_00006	1912	6854402	The Way of an Eagle.	The Academy and literature, 1910-1914	Dell, Ethel M. (Ethel May)	1911.0	The way of an eagle	2.518611111111112							
680	Jan 23, 1915	20160127183425_00006	1915	8955505	Sketches in Poland.	The Athenaeum	Little, Frances Delanoy	1914.0	Sketches in Poland	2.5060368663594472							
681	Nov 7, 1874	20160127190003_00001	1874	6710984	The Complete Works of George Herbert.	The Academy, 1869-1902, 0269-333X	Chaucer, Geoffrey	1894.0	The complete works of Geoffrey Chaucer	2.2514394092146386							
682	Mar 1802	20160127190619_00006	1802	3907489	SKETCH OF THE LIFE AND WRITINGS OF DR. EDWARD YOUNG.	The Monthly visitor, and new family magazine	Necker de Saussure, Albertine Adrienne	1820.0	Sketch of the life, character, and writings of Baroness de Staël-Holstein	2.2144492063492063							
683	Oct 1844	20160127224123_00002	1844	4414743	THE SETTLERS IN CANADA.	New monthly magazine and humorist, Jan. 1837-Dec. 1852	Marryat, Frederick	1856.0	The settlers in Canada	2.647575757575757							
684	Sep 7, 1833	20160127192407_00009	1833	8773108	Memoirs of the Court of King Charles the First.	The Athenaeum	Hamilton, Anthony	1859.0	Memoirs of the court of Charles the Second	2.2750662236987815							
685	Apr 1800	20160127183527_00008	1800	2648508	The Miscellaneous Works of Hugh Boyd, the Author of the Letters of Junius. With an Account of his Life and Writings. By Lawrence Dundas Campbell. 2 vols. 8vo. 16s. Cadell and Davies. 1800.	The New London review; or, monthly report of authors and books, Jan. 1799-Jun. 1800	Goldsmith, Oliver	1801.0	The miscellaneous works of Oliver Goldsmith	2.6303749005275723							
686	Mar 8, 1817	20160127230802_00010	1817	5093443	THE PASTOR'S FIRE-SIDE, A Novel; by MISS JANE PORTER, author of Thaddeus of Warsaw, Sidney's Aphorisms, and the Scottish Chiefs.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Porter, Jane	1817.0	The pastor's fire-side : a novel	2.5914							
687	Jan 25, 1823	20160128000429_00007	1823	5176817	PEVERIL OF THE PEAK.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Scott, Walter, Sir	1823.0	Peveril of the peak	2.736666666666667							
688	Dec 2, 1905	20160127192155_00015	1905	6809707	The Travelling Thirds.	The Academy, 1905-1910	Atherton, Gertrude Franklin Horn	1905.0	The travelling thirds	2.9428571428571426							
689	Nov 25, 1826	20160127235207_00008	1826	5111012	The Revolt of the Bees.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Morgan, John Minter	1839.0	Revolt of the bees	2.2746666666666666							
690	Oct 9, 1886	20160127192053_00005	1886	8763298	The Old Order Changes.	The Athenaeum	Mallock, W. H. (William Hurrell)	1886.0	The old order changes	2.8950942793224668							
691	Dec 15, 1857	20160127230555_00007	1857	5012711	The Year Nine: a Tale of the Tyrol.	The Critic	Manning, Anne	1858.0	The year nine : a tale of the Tyrol	2.44692841101369							
692	Jan 1803	20160127182915_00001	1803	2967140	ART. V. Walks and Sketches, at the Cape of Good Hope; to which is subjoined, a Journey from Cape Town to Blettenberg's-bay.	The Annual review and history of literature	Semple, Robert	1805.0	Walks and sketches at the Cape of Good Hope to which is subjoined  a journey from Cape Town to Blettenberg's Bay	2.433739396444812							
693	Oct 1, 1857	20160127234351_00001	1857	5011697	The Squire of Beechwood: a True Tale.	The Critic	Horlock, Knightley William	1857.0	The Squire of Beechwood, a true tale of Scrutator [pseud.]	2.624861881052424							
694	Jun 1805	20160127230802_00010	1805	4803479	Art. 36. Report at large of the Debate on a Motion made by S. Whitbread, Esq. for the Impeachment of Henry Lord Viscount Melville, June 11, 1805, for the Offences stated in the Tenth Report of the Commissioners of Naval Inquiry.	Monthly Review, or, Literary Journal, 1752-1825	Hone, William	1815.0	The report at large of the coroner's inquest on Jane Watson, shot at Mr. Robinson's address, &c	2.3711235772357724							
695	May 18, 1833	20160127191542_00003	1833	9045737	Narrative of a Residence at the Court of London.	The Athenaeum	Fraser, James Baillie	1838.0	Narrative of the residence of the Persian princes in London, in 1835 and 1836. With an account of their journey from Persia, and subsequent adventures	2.196860317460317							
696	Jan 16, 1915	20160127192201_00017	1915	8980602	Quality Corner.	The Athenaeum	Antrobus, C. L	1902.0	Quality corner	2.1696503496503494							
697	Nov 1808	20160127190619_00006	1808	8208918	142. Tales from Shakspeare, designed for the Use of Young Persons.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Lamb, Charles	1809.0	Tales from Shakespear : designed for the use of young persons	2.4160531135531143							
698	Dec 14, 1833	20160127231108_00013	1833	5142915	VICTORIA.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sherwood, (Mary Martha), 1775-1851, Mrs	1833.0	Victoria	2.1633333333333336							
699	Oct 1868	20160128002201_00008	1868	6158097	THE POETRY OF CRABBE.	The St. James's magazine											
700	Feb 16, 1850	20160128001648_00002	1850	8430707	The Wilmingtons.	Examiner	Marsh-Caldwell, Anne	1850.0	The Wilmingtons	2.276666666666667							
701	Sep 12, 1903	20160127193122_00012	1903	8888093	Darrel of the Blessed Isles.	The Athenaeum	Bacheller, Irving Addison	1903.0	Darrel of the blessed isles	3.41							
702	Sep 6, 1873	20160127191335_00001	1873	8804198	The Middle-Aged Lover.	The Athenaeum	Fitzgerald, Percy Hetherington	1873.0	The middle-aged lover	2.7803030303030303							
703	Nov 18, 1882	20160127190311_00003	1882	8737224	Two on a Tower.	The Athenaeum	Hardy, Thomas	1890.0	Two on a tower	2.2091744933267425							
704	Jan 28, 1882	20160127192201_00017	1882	6712647	A Lady Trader in the Transvaal.	The Academy, 1869-1902, 0269-333X	Heckford, Sarah	1882.0	A lady trader in the Transvaal	3.2637453183520604							
705	Aug 19, 1905	20160127182915_00001	1905	6806912	The Man Who Won.	The Academy, 1905-1910	Reynolds, Baillie, Mrs	1905.0	The man who won	2.5054268663987336							
706	Feb 28, 1852	20160127192713_00002	1852	9418626	Roughing it in the Bush; or, Life in Canada.	The Athenaeum	Moodie, Susanna	1852.0	Roughing it in the bush; or, Life in Canada	3.1948439073514603							
707	Jul 24, 1819	20160127230454_00006	1819	5166887	Maurice and Berghetta; or, the Priest of Rahery.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Parnell, William	1820.0	Maurice and Berghetta;	2.758577787837634							
708	Feb 1803	20160128003530_00008	1803	6293115	AN ACCOUNT OF THE LIFE AND WRITINGS OF DR REID.	The Scots magazine,  1739-1803	Sterne, Laurence	1804.0	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	2.572024963924964							
709	Jul 30, 1842	20160127235106_00007	1842	5249612	Traits and Stories of the Irish Peasantry.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Carleton, William	1830.0	Traits and stories of the Irish peasantry	2.935545257483583							
710	Apr 7, 1839	20160128010433_00011	1839	8385278	Historical Sketches of Statesmen who flourished in the Time of George the Third.	Examiner	Lee, Hannah Farnham Sawyer	1838.0	Historical sketches of the old painters	2.3809164124311666							
711	Feb 28, 1874	20160128001241_00001	1874	8801569	Hester Morley's Promise.	Examiner	Stretton, Hesba	1870.0	Hester Morley's promise	3.1869444444444444							
712	Sep 6, 1817	20160128000328_00006	1817	5097338	CORRESPONDENCE between a MOTHER and her DAUGHTER at SCHOOL.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Taylor, (Ann Martin), Mrs	1817.0	Correspondence between a mother and her daughter at school	3.4515961231750705							
713	Mar 28, 1874	20160127192715_00011	1874	9209074	Reminiscences of a Canoness: Anecdotes and Sketches of Court Life in France during the Reigns of Louis the Fourteenth and Louis the Fifteenth.	The Athenaeum		1874.0	Reminiscences of a canoness; anecdotes and sketches of court life in France during the reigns of Louis XIV and Louis XV	2.9175923392612857							
714	Dec 31, 1853	20160127191542_00003	1853	8927265	A Manual of English Derivation: containing the most useful Greek, Latin, and other Roots of English Words.	The Athenaeum											
715	Apr 7, 1883	20160127191439_00002	1883	8735963	Letters and Memorials of Jane Welsh Carlyle.	The Athenaeum	Carlyle, Jane Welsh	1883.0	Letters and memorials of Jane Welsh Carlyle	3.3134434406173536							
716	Apr 1913	20160127183526_00007	1913	3177296	LOT BARROW.	The Bookman	Meynell, Viola	1913.0	Lot Barrow	2.367575757575757							
717	Oct 23, 1858	20160127191848_00004	1858	8647252	The Virginians: a Tale of the Last Century.	The Athenaeum	Thackeray, William Makepeace	1859.0	The Virginians, a tale of the last century	2.6010950776803567							
718	Dec 18, 1875	20160127191848_00004	1875	8713173	An Elementary Treatise on Algebra.	The Athenaeum	Heather, John Fry	1851.0	An elementary treatise on descriptive geometry	2.7457142857142856							
719	Nov 7, 1903	20160127190722_00007	1903	6842231	RACHEL MARR.	The Academy and literature, 1902-1905	Roberts, Morley	1925.0	Rachel Marr	2.1166666666666667							
720	May 27, 1829	20160127191335_00001	1829	8621978	Richelieu, a Tale of France.	The Atheneaum and literary chronicle, Aug. 6, 1828-Dec. 30 1829	James, G. P. R. (George Payne Rainsford)	1829.0	Richelieu : a tale of France	2.703065137146936							
721	Jul 5, 1834	20160127230802_00010	1834	5233762	VICTORIA.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sherwood, (Mary Martha), 1775-1851, Mrs	1833.0	Victoria	2.1633333333333336							
722	Feb 4, 1899	20160127190414_00004	1899	6791313	The Gospel Writ in Steel.	The Academy, 1869-1902, 0269-333X	Paterson, Arthur	1898.0	The gospel writ in steel;	2.80834166319589							
723	May 15, 1847	20160127192611_00010	1847	9002998	Life and Adventures of Zamba, an African Negro King, and his Experience of Slavery in South Carolina.	The Athenaeum	Jones, J. B. (John Beauchamp)	1857.0	Life and adventures of a country merchant	2.2724643602855013							
724	Feb 1837	20160127235106_00007	1837	4701698	Letters and Works of Lady Mary Montagu.	The Monthly Magazine	Montagu, Mary Wortley, Lady	1837.0	The letters and works of Lady Mary Wortley Montagu;	2.728527941623593							
725	May 2, 1868	20160128005501_00006	1868	8496457	Jeannie's Quiet Life.	Examiner	Tabor, Eliza	1868.0	Jeanie's quiet life	2.301492350577982							
726	Sep 1810	20160127224227_00003	1810	4675407	Divertimento Scozzese, for the Piano-forte.	Monthly magazine, or, British regster, Feb. 1800-June 1836											
727	Jun 29, 1901	20160127193122_00012	1901	9226586	The Countess Cosel: a Romance of History of the Times of Augustus the Strong.	The Athenaeum	Kraszewski, Józef Ignacy	1901.0	The Countess Cosel; a romance of history of the times of Augustus the Strong	2.5975522759721166							
728	Dec 1833	20160127192053_00005	1833	4438847	PETER SIMPLE.	Tait's Edinburgh magazine	Marryat, Frederick	1837.0	Peter Simple	2.193174603174603							
729	Jan 1846	20160127224123_00002	1846	4445905	Wise Saws and Modern Instances.	Tait's Edinburgh magazine	Cooper, Thomas	1845.0	Wise saws and modern instances	3.503650793650793							
730	Nov 1872	20160127183222_00004	1872	2696129	Tales of the Teutonic Lands.	The Illustrated review : a fortnightly journal of literature, science and art	Cox, George W. (George William)	1872.0	Tales of the Teutonic lands	3.2573439073514603							
731	May 11, 1867	20160127191439_00002	1867	8776812	A Quiet Nook in the Jura.	The Athenaeum	Ruffini, Giovanni	1867.0	A quiet nook in the Jura	3.3469230769230767							
732	Dec 1806	20160127192715_00011	1806	8359286	218. A Letter to the Right Hon. William Windham, on the Defence of the Country in the present Crisis.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	pseud. Fabius	1821.0	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	2.4104545454545456							
733	Apr 1889	20160127231312_00003	1889	6486766	JOHN WARD, PREACHER.	Time	Deland, Margaret Wade Campbell	1888.0	John Ward, preacher;	2.239799966786276							
734	Jan 1827	20160127234659_00002	1827	4696816	The Last of the Lairds; by the Author of the Provost, &c. &c.; 1826.	Monthly magazine, or, British regster, Feb. 1800-June 1836	Galt, John	1826.0	The last of the lairds : or, The life and opinions of Malachi Mailings, esq. of Auldbiggings	2.131325373134328							
735	Jul 1855	20160128002916_00002	1855	6244470	Travels and Adventures in the Province of Assam, during a Residence of Fourteen Years.	The New quarterly review and digest of current literature, British, American, French, and German	Carpenter, William W	1851.0	Travels and adventures in Mexico	2.567382100750268							
736	Mar 3, 1860	20160127231005_00012	1860	4997508	Fisher's River (North Carolina) Scenes and Characters.	The Critic	Taliaferro, Hardin E	1859.0	Fisher's River (North Carolina) scenes and characters	3.8219608431599754							
737	Jul 1914	20160127185900_00007	1914	3201042	THE ESCAPE OF MR. TRIMM.	The Bookman	Cobb, Irvin S. (Irvin Shrewsbury)	1913.0	The escape of Mr.Trimm;	2.190388382883657							
738	Jan 1834	20160127191338_00018	1834	2867974	A SERIES OF HEADS OF THE PRINCIPLE BRITISH SPORTING DOGS,	New sporting magazine											
739	Mar 4, 1843	20160127191848_00004	1843	8993661	The Last of the Barons.	The Athenaeum	Lytton, Edward Bulwer Lytton, Baron	1843.0	The last of the barons	2.7989285714285708							
740	Feb 27, 1858	20160127230454_00006	1858	5122327	GASTON BLIGH.	Leader and Saturday analyst, Jan. 7-June 30, 1860	Lavenu, L. S	1858.0	Gaston Bligh	2.556666666666666							
741	Jan 1828	20160127231314_00015	1828	5279985	SIR MICHAEL SCOTT.	The London magazine	Cunningham, Allan	1828.0	Sir Michael Scott	2.6709672403976703							
742	Jul 12, 1834	20160127192611_00010	1834	9139850	Visits and Sketches at Home and Abroad; with Tales and Miscellanies, now first collected; and a new edition of the Diary of an Ennuyee.	The Athenaeum	Jameson, (Anna), Mrs	1834.0	"Visits and sketches at home and abroad; with tales and miscellanies now first collected, and a new edition of the ""Diary of an ennuyee."""	3.4498180058982024							
743	Aug 1917	20160127191234_00017	1917	2440266	A REGIMENT OF WOMEN.	The English review,  1908-1937	Dane, Clemence	1917.0	Regiment of women	2.253308641975309							
744	Jan 24, 1885	20160127192715_00011	1885	8745813	Fast and Loose.	The Athenaeum	Griffiths, Arthur	1885.0	Fast and loose : a novel	2.117456642386403							
745	Oct 20, 1866	20160127192053_00005	1866	9435954	Annals of a Quiet Neighbourhood.	The Athenaeum	MacDonald, George	1867.0	Annals of a quiet neighbourhood	3.1145546558704447							
746	May 22, 1824	20160127230454_00006	1824	5142266	The Atrocities of the Pirates; being a faithful Narrative of the Unparalleled Sufferings endured by the Author, during his Captivity among the Pirates of the Island of Cuba; with an Account of the Excesses and Barbarities of those inhuman Freebooters.	The Literary chronicle	Smith, Aaron	1824.0	The atrocities of the pirates; being a faithful narrative of the unparalleled sufferings endured by the author during his captivity among the pirates of the island of Cuba; with an account of the excesses and barbarities of those inhuman freebooters	3.567349896480331							
747	Sep 1805	20160127191542_00003	1805	8364046	248. Narrative of the Shipwreck of the Juno, on the Coast of Aracan, and of the singular Preservation of Fourteen of her Company on the Wreek, without Food, during a period of Twenty-three Days. In a Letter to his Father, the Rev. Thomas Mackery, Minister of Lairg, in Sutherlandshire, by William Mackery, late second Officer of the Ship.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Paddock, Judah	1818.0	A narrative of the shipwreck of the Oswego, on the coast of South Barbary, and of the sufferings of the master and the crew while in bondage among the Arabs; interspersed with numerous remarks upon the country and its inhabitants and the peculiar perils of that coast	2.259885714285714							
748	Feb 2, 1884	20160127191542_00003	1884	8741868	Susan Drummond.	The Athenaeum	Riddell, J. H., Mrs	1884.0	Susan Drummond	2.395							
749	May 1, 1830	20160127230555_00007	1830	5217064	Historical Sketches of the Native Irish, &c.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Lee, Hannah Farnham Sawyer	1838.0	Historical sketches of the old painters	2.5093164124311658							
750	Dec 1918	20160127191441_00019	1918	3184721	GUNNER DEPEW.	The Bookman											
751	Dec 1806	20160127231415_00004	1806	5419845	SOME ACCOUNT OF THE LIFE AND WRITINGS OF LOPE FELIX DE VEGA CARPIO.	Beau Monde, or, Literary and fasionable magazine., 1806-1809	Sterne, Laurence	1804.0	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	3.3881056361938717							
752	May 23, 1885	20160127191440_00012	1885	6719428	The Dynamiter.	The Academy, 1869-1902, 0269-333X	Stevenson, Robert Louis	1895.0	The dynamiter	2.13							
753	Nov 1912	20160127183527_00008	1912	3171171	THE MYSTERY OF EDWIN DROOD.	The Bookman	Dickens, Charles	1892.0	The mystery of Edwin Drood, Reprinted pieces, and other stories	2.6223504631569146							
754	Aug 1909	20160127180954_00001	1909	3192381	THE FLYING MONTHS.	The Bookman	Peard, Frances Mary	1909.0	The flying months	2.4882142857142857							
755	Jun 1817	20160127191949_00014	1817	8198362	92. Montague Newborgh; or, the Mother and Son.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Mant, Alicia Catherine	1817.0	Montague Newburgh; or, The mother and son	2.398508732646664							
756	Sep 5, 1903	20160127191440_00012	1903	6670096	Contrasts.	The Academy and literature, 1902-1905	Hon., Henniker, Florence Ellen Hungerford Milnes	1903.0	Contrasts	2.12							
757	May 26, 1900	20160127190619_00006	1900	6782973	The Bath Comedy.	The Academy, 1869-1902, 0269-333X	Castle, Agnes Sweetman	1900.0	The Bath comedy	2.443547008547009							
758	Nov 28, 1896	20160127190311_00003	1896	6777673	The Carissima: a Modern Grotesque.	The Academy, 1869-1902, 0269-333X	Malet, Lucas	1896.0	The carissima, a modern grotesque	2.6710308943089434							
759	Sep 2, 1876	20160127191130_00009	1876	8822414	Daniel Deronda.	The Athenaeum	Eliot, George	1876.0	Daniel Deronda	2.4922222222222223							
760	Jan 1822	20160128002611_00001	1822	6140558	THE Stage Coach.	Literary speculum,  1821-1823	Mills, John	1843.0	The stage coach	2.2695238095238097							
761	Jun 16, 1866	20160127230657_00008	1866	4863367	Against the Stream.	The Reader,  1863-1867	Charles, Elizabeth Rundle	1873.0	Against the stream	2.4883333333333333							
