,"Topic_Num","Topic_Perc_Contrib","Keywords","possible genres","Text"
6,6,0.2674,"case, murder, lawyer, trial, charge, wife, kill, law, evidence, accuse","detective fiction/legal thriller","    Second-novel blues for Margolin (Gone, But Not Forgotten, 1993): a murky, juiceless legal thriller in which lawyers hire lawyers when they're accused of killing other lawyers.       A month after his law clerk Laura Rizzati is killed after- hours in the Portland courthouse, Oregon Supreme Court justice Robert Griffen is blown up in a bombing that looks just like the work of Charlie Deems, whose earlier conviction on homicide and drug charges Griffen himself reversed, setting Deems free. But the DA's office is looking even closer to home for Griffen's killer: They think Griffen's estranged wife, Abigail, a star county prosecutor, arranged the bombing in order to save herself $2 million in alimony and then framed Deems, whom she'd fought to put away before her almost-ex overturned the conviction. Calling on cadaverous Matthew Reynolds, unblushingly described as ``America's most famous criminal defense attorney''--the man she's been trying cases against until the day the police take her off in cuffs--Abbie vows to fight the unholy alliance of Deems and her buddies at the DA's office. After all, it's her word against a convicted killer's, right? And for a while it looks as if the unexpectedly shifting patterns of alliances and betrayals- -Abbie's old gang accuses her of hiring a felon to kill the man she once loved, and she's defended by a former courtroom nemesis who seems to be sweet on her himself--seem to promise a ripe payoff. No sooner has Margolin set up this web of ironies, though, than Reynolds's rookie clerk Tracy Cavanaugh, a friend of Laura Rizzati's, turns up some new evidence of a motive that links the two murders (or does it?); the characters get tired of stalking each other and start shooting; and it's all over but for the canned romantic fadeout.       Less crudely sensationalistic than Margolin's striking, overheated debut, but also less vigorously plotted, with a dewy- eyed view of legal lust that wouldn't fool a sleepy judge."
55,55,0.2605,"make, wife, turn, attempt, point, finally, pretty, job, put, fact",,"Great sticky slabs of gloom and bewilderment wandered through my mind""""-- this is Otley speaking (author Waddell left school at 16). And the reader will also be pretty generally confused after Otley, a hapless bystander, is left with a murdered unknown on his hands, is chased on trains, buses, hearses, by a Syndicate who believes he has something they want. Most of the characters who move (that they do, they lunge) through this nasty business are compared with Tarzan, Victor Mature, Mitchum and Cagney, so you can also make the identification. It's strenuously tedious."
79,79,0.2595,"war, german, soldier, officer, battle, military, fight, british, action, force","war fiction","This deftly executed war novel is several cuts above such recent melodramas as Van Ryan's Express and scores bullseyes both for action and characters. Its central concern is the battle of Ardennes (""""the Bulge"""") and its three-part story weaves in the otivities of an American squad, a Canadian squad and some Nazi special troops. The Nazis are especially well-drawn, although the Americans and Canadians singled out have an authenticity far beyond the usual stereotypes of war stories. The Nazis have been specially trained to pose as American soldiers. Their putative mission is to capture General Eisenhower and abduct him. (The Zazis had carried off just such an abduction of Mussolini when he was captured.) Franz Koerner, a Nazi squad leader, was raised in Yorkville, the German section of Manhattan, had joined the American Bund and then left the U.S. for Berlin. As he and his troops prowl behind the Allied lines and mouth Americanese, they find their mission falling apart and their esprit buckling. But then they fined that the Allies are losing in the Ardennes. Their hopes are short-lived, however, and soon they are in a nightmare of vanished battle lines, with the Americans, Canadians and Nazis all cked together in a colossal lost cause. The climax is an extraordinary display of high rony."
29,29,0.2566,"author, narrative, protagonist, include, late, character, fiction, relationship, experience, portrayal",,"Fully drawn characters and arresting premises in three vivid, varied tales, courtesy of the Dutch-born Scottish author best known for his Victorian historical The Crimson Petal and the White (2002). ���The Fahrenheit Twins�۝ is a modern (perhaps futuristic) fairy tale in which the sibling offspring of anthropological researchers on an Arctic archipelago grow up benignly neglected and ignored by their respective parents. The death of their mother plunges the children (Tainto�۪lilith and her brother Marko�۪cain) into a ���ritual�۝ burial voyage that�۪s also an odyssey of discovery and shedding of illusions about adults and about their own relationship to the natural world they labor to quantify and understand. ���The Hundred Ninety-Nine Steps�۝ focuses on Sian, a 30-ish archaeological conservator working on a dig at an abbey graveyard in the English seaside village of Whitby. Burdened by grievous injuries sustained in war-torn Bosnia and by a recurring ���dream of being first seduced, then murdered,�۝ Sian achieves a paradoxical understanding of her limitations and her potential through an unresolved flirtation with a handsome young doctor and her deciphering of an 18th-century ���scroll�۝ whose ���confession�۝ starkly illustrates her own world�۪s distance from a bygone one sustained by social convention and religious faith. This beautifully plotted story displays strengths even more impressively evident in the title novella, the story of a labor undertaken by ���the seventh most-renowned serious vocal ensemble in the world.�۝ Ensconced in a Belgian chateau, the five members of the eponymous a cappella consort rehearse eccentric postmodernist composer Pino Fugazza�۪s exasperatingly intricate ���Partitum Mutante,�۝ a portentous musical allegory of (among other things) the birthing process. Faber�۪s elegant tale deftly traces relationships among the embattled singers, particularly the consort director�۪s wife, soprano Catherine Courage, as the ���Partitum�۝ and her surroundings expose her own emotional divisions and needs. It�۪s a most unusual story, and a brilliant achievement. Faber marches on, establishing himself as one of the most versatile fiction writers working today."
68,68,0.2542,"history, historical, period, early, century, figure, detail, fiction, great, adventure","historical fiction","First-novelist de Haan's capably handled historical fiction recounts one monarch's court experiences in a quasi-medieval realm. Prince Reyhnard is the third son of a reigning feudal tyrant, Basal of Brychmachrye. Third in line, and therefore unnecessary to the king's dynastic ambitions, Reyhnard grows into a bookish mold--a habit that serves him well when he later retires into exile to relate his story via memoir. We find out, among other things, that Reyhnard's father rose to power through the triple pillars of medieval management strategy, marriage, and murder. Into the picture arrives Beulah, a sensuous court climber who becomes the king's mistress, soon married off to Reyhnard. Through a succession of deaths, partly accidental and partly by poison, the crown falls into Reyhnard's reluctant hands. Something of a Richard II figure, Reyhnard is constitutionally unsuited for political hatchet work and, after settling accounts, absents himself from power and chooses a simple life in exile--the moral here for would-be princes. There's more of course: an incestuous affair between Reyhnard and his sister, regal summer excursions, layers of court intrigue, conspiracies, the usual line-up of cowering minions and hand-wringing schemers. In the main, though, de Haan's strength rests with a tart style and an eye for the violent details of feudal life, preventing a lapse into run-of-the-mill fantasy. All the outer embroidery of royalist historical fiction is here, but without a central, generating figure that the genre requires."
52,52,0.2509,"book, story, read, reader, sense, quality, picture, sell, people, feel",,"Here is a book deserving of wide attention,and destined, in my opinion, for an excellent press, but a slow pace of recognition. There is tremendous emotional power in the chronicle of a Welsh family, in a mining village which, back in the '80's and the '90's still flourished, and blossomed, with no slag-heaps to transform the mountain sides, no poverty stalking hunger through the land. The plot is no plot at all, in the conventional sense; here is where it may fail to appeal to popular taste. But in characterization, in vigorous scenes, in the picture of the everyday life of the family and the village, in tragic scenes and in festive ones, the book cuts deep into our hearts. It is a profoundly moving story, realistic and yet poignantly lyr. There is something of the quality of Twenty Years A-Growing. There is a closeness to the soil -- and the people --that suggests Mary Webb. There is a simplicity that makes it read like a peasant saga, and yet there is occasional over-playing of the heroic. The story is told by Huw, looking back from the vantage point of old age to the days of his youth, as one of a large family, when """"green was my valley"""" -- and his language is still tinged with the almost Biblical overtones of his people. Don't overlook this book; you can sell it to customers who will appreciate its rare quality. The publisher's enthusiasm and backing will start the ball rolling and may bring it the success it should get."
70,70,0.2463,"mother, family, child, parent, father, daughter, home, move, leave, grow","domestic fiction","A seemingly perfect family deliberately hides unpalatable truths that come to light only decades later. As usual in her characteristic fast-paced prose, Berg (Say When, 2003, etc.) explores a timely subject���here, an abusive mother whose actions went long-undetected���as she introduces 50-ish narrator and professional quilter Laura Bartone. Laura has two siblings, Steve and Caroline, and is planning, with husband Pete and their two children, to join them and their elderly parents for the annual family reunion. Just before the Bartones set off, Laura is phoned by Caroline, who asks that the three of them get together without their spouses to discuss issues that are bothering her. As a child, Laura was a bossy and sometimes cruel tease, often hurting Caroline, who was sensitive and subject to dark moods and fits of weeping. Caroline also, Laura recalls, was constantly trying to please their beautiful but emotionally cold mother. The siblings meet as planned, and Caroline announces that she�۪s depressed, is seeing a therapist, and is about to divorce husband Bill. She suspects the depression is caused by events in her childhood, and she asks Steve and Laura whether they can remember anything about their mother�۪s treatment of her as a child, particularly anything abusive. Laura and Steve are shocked, thinking that Caroline must be mistaken or overreacting. But then Laura and Steve begin remembering incidents from their own childhood, and Laura learns that Caroline was hospitalized one summer when she and Steve were away at camp, after her mother had attacked Caroline with a knife. Their mother was also abused by her mother and lost a much loved baby before Caroline was born. As the three siblings try to cope with these revelations, their father suddenly dies, but not before he alludes to secrets long kept hidden.  A less-well-developed plot than usual, but, as always, readable."
18,18,0.2384,"story, background, good, picture, period, interest, romance, market, pattern, hold",,"In contradistinction to the invidious suggestion of the term the """"silver chord"""", this is a story of an idealistic relation between mother and son, paralleling the formula Warwick Deeping immortalized in Sorrell and Son. London -- shifting from the poverty striken background of Karl's boyhood, when his Jewish mother supported an invalid husband and three boys, by running an old clothes shop, to the smart set of London's theatrical and literary life -- such is the background. And the story is a glamorous success story, from poor boy to successful dramatist, with a few pitfalls cleverly evaded through the adroit handling of the mother. Not wholly credible -- but what matter? Deeping has his following -- and this is a sure best renter, and will build up healthy sales."
73,73,0.2329,"life, story, people, live, make, love, bring, change, year, easy",,"Originally published in Britain in 1950, Scenes from Provincial Life--the first volume of Cooper's dry, low-key autobiographical trilogy--first appeared in America in 1961, in Scenes from Life (Scribners), which also included the trilogy's final installment, Scenes from Married Life. What about the middle volume of the trilogy, you ask? Well, though written in 1951, Scenes from Metropolitan Life was """"suppressed by threat of libel"""". . . and wasn't published in Britain till 1982. Here, then, is a reprint of Provincial Life, plus the first US appearance of Metropolitan Life--both narrated by Cooper's laconic, wry alter ego Joe Lunn, a novelist who must work at other jobs to make a living. (""""The reviews were civil enough. The sales were unspeakable."""") In the first, far better novel, Joe is a science teacher in a small English rural school circa 1939, avoiding marriage at all costs--despite a pique-and-passion affair with a curt, wedlock-minded siren named Myrtle. In the sequel, it's 1946, Joe is still unmarried, still in need of non-literary income: he and his chum Robert--also a non-bestselling novelist--work as aviation-related civil servants in Whitehall. (""""Our function was to collect facts and numbers, and then, through a mixture of science and commonsense to produce compromises between people who wanted certain things and people who made them."""") And Joe's short chapters of narration alternate between office life and the two friends' love lives. At the office there's the arrival of a new colleague--a Machiavellian creep named Chubb (one possible source of that 1951 libel threat) whose ambitions eventually backfire, along with Air Force plans for some new secret weapon. In the love department, there's a heavy, near-wedlock entanglement for each aging bachelor: in the absence of her adoring soldier-husband, Myrtle has taken up with Joe again, who now wants marriage--but Myrtle is suspiciously slow to move towards divorce; meanwhile, Robert falls for the lovely, enigmatic Julia--but she too seems drawn to an obsessive old love (a rich, jealous Polish businessman), as well as to drink and promiscuity. And finally both men will remain single. . . though Scenes from Married Life was soon to follow. By turns ironic and analytical, Joe is an uncommonly detached observer of his own life and those of others: in Provincial Life the results are often amusing, with tender touches; in Metropolitan Life the effect is more often merely cold. The second novel, too, seems more dated, less timeless. So, though some British critics consider Provincial Life an influential classic (exemplifying anti-Bloomsbury, un-artsy fiction), this is an only modestly rewarding old-and-new package--without the bite or force of such other anti-Bloomsburyites as Pamela Hansford Johnson or Kingsley Amis."
39,39,0.2311,"half, dialogue, page, plot, eventually, start, familiar, predictable, weak, hero",,"Look behind the trendy trappings of this overlong psycho-melodrama, and you'll recognize an old modern-gothic chestnut: the one about the murdered parents, the evil uncle, and the orphan who grows up with a big inheritance, bad dreams, amnesia. . . and lots of peril. The orphan here (not the usual damsel) is Peter Carey, six years old in 1959, when his beloved father and not-so-beloved mother died in a car crash--a crash from which wee Peter was somehow rescued in the nick of time. And the reader knows that the crash was probably engineered by Peter's uncle Phillip--who, determined to prevent Peter's father Charles from inheriting the controlling share of the family publishing firm, conspired with psychotic J. J. Englehardt, an HUAC/CIA agent with an obsessive (unconvincing) hatred for Charles Carey. Peter, however, has no memory of the car-crash years, just nightmares. So, circa 1982, 29-year-old, super-handsome Peter is seeking psychiatric help from his father's old chum Dr. William Levy. Will analysis (plus hypnosis) unlock the secret of that '59 crash? That's a big worry for mercenary Uncle Phillip, especially since he's now in the process of trying to sell the family firm to a conglomerate before Peter (a more idealistic publishing type) takes over the company at age 30. But things are soon taken out of Phillip's hands: the crazed Englehardt reappears, with a homicidal, wack-o henchman, to spy on Peter, with the full surveillance treatment; Englehardt and the conglomerate head (who also has a longtime hatred for the Careys) conspire to destroy Peter's psyche; bodies start falling; Peter's photographer/girlfriend is kidnapped. And there's a long showdown/finale--with Peter remembering The Truth about the crash (few surprises for the reader) and going up against the psychos. Patterson, author of a Washington-conspiracy thriller (The Lasko Tangent) and a gnarled murder mystery (The Outside Man), is recycling an even flimsier genre this time, trying to jazz it up with sex, psychology, and publishing. But the talent that flickered in those earlier thrillers is less evident here, and what remains is a shlock psycho-gothic with pretensions: terribly contrived, stretched out with overwrought repetition, but competent enough (especially in the engaging 1950s prologue) for undemanding suspense fans."
43,43,0.2272,"murder, kill, victim, body, find, police, turn, case, dead, crime","detective fiction/police procedural","Sandford's talent for conveying the quotidian horrors, tedium, and heavy-handed humor of urban police procedure is as sure as ever in streetwise hero Lucas Davenport's seventh outing (Night Prey, 1994, etc.). Andi Manette, a carriage-trade psychiatrist, and her two young daughters are the victims of a violent daylight abduction. Because Manette is the daughter of an influential Minnesota poi and the estranged wife of a wealthy developer, Davenport, deputy chief of the Minneapolis PD, winds up in charge of the high-profile case. The kidnapper, a vicious but resourceful psychopath named John Mail, was once a patient of Manette's while confined in a state institution for the criminally insane. Before the abductor's identity becomes apparent, however, Davenport needs to check out several suspects who might stand to gain from Manette's death. A computer-game freak, Mail soon begins phoning Davenport (an off-duty entrepreneur who launched his own simulation software company) to taunt him with clues. The detective eventually realizes his quarry is getting inside information from someone in Manette's family circle, which includes her partner -- a nasty piece of work who has been bedding down with the septuagenarian paterfamilias. The suspense and dread build steadily as Davenport closes in on Mail, who has been beating and raping Manette in a farmhouse well beyond the Twin Cities limits. Will Davenport (who's been lured into a couple of near-fatal traps by his crafty adversary) be able to engineer an endgame before the madman kills his three captives? And what can Manette and her children do to help save themselves from mortal peril? A shocking but credible climax provides most of the answers, and Davenport ties up the last loose ends in a satisfying postlude. Nonstop action, an offbeat milieu (the wide, weird world of computer gamesters), and a host of three-dimensional characters -- all make for one of the best Preys yet."
75,75,0.2255,"animal, tale, power, fantasy, bird, magic, ancient, evil, human, great","fantasy fiction/horror","Britisher Barker, horror's Wunderkind, has dazzled in several short-story collections (The Human Condition, In the Flesh, etc.), but disappointed in his one previous novel, the unwieldy The Damnation Game (1985). Never mind: his new dark fantasy, an epic tale of a magic carpet and the wondrous world within its weave, towers above his earlier work--and, despite some serious flaws, manages via its powerful and giddy torrent of invention to grasp the golden ring as the most ambitious and visionary horror novel of the decade. Barker attempts nothing less here than the resurrection of the imagination as the prime force in human destiny. To do so, he posits a race of magicians--the Seerkind--as always having cast spells of delight alongside humankind. But at the dawn of this century, modernity's onslaught forced the Seerkind to retreat within a magical fortress--a carpet. As the story begins, young Cal Mooney, an office grind with a fanciful heart, chances upon the rug and is transported into the enchanted fields and towns of """"The Fugue""""--the marvelous land woven within the rug. Cal faints from this vision; when he awakes, the rug is gone--and in its place are Immacolata (a demonic/erotic spirit) and Shadwell the Salesman (a human embodiment of the Seven Deadly Sins), veteran seekers for the rug Who, believing that Cal knows its location, pursue him with all the hounds of hell. After ferocious battles with evil entities, Cal links up with Suzanna--descendant of the carpet's dead caretaker--who soon learns that Seerkind blood courses in her veins. Eventually the two track down the carpet, and, after it unweaves in northern England, visit the Oz-like land of The Fugue. But Shadwell follows them there and destroys the magic land in a ocean of blood. As homeless Seerkind wander England, their ancient enemy, """"The Scourge"""" (an incredible creature akin to a mad fallen angel), wreaks havoc on Seerkind and humanity alike--until at novel's end Cal and Suzanna harness their personal powers of wonder to defeat Shadwell and Scourge and to re-create The Fugue. Like Barker's earlier fiction, this complex work erupts with explicit sex and violence--but now the shocks punctuate a raging flood of image and situation so rich as to over-flow Barker's abilities to formalize it. Nearly every page teems with original ideas; what's missing, however, is an emotional vigor to backbone all this activity; Cal and Suzanna remain distant creations. Here Barker has unleashed literary genius without taming it--though cemented his position as the major horror rival to King."
10,10,0.2201,"story, village, people, small, young, child, girl, bring, irish, life",,"A grim but highly skilled folk tale translated from the Portuguese. Within its earthbound (but not earthy) idiom, this is the story of how evil destroys a small paradise of love and fruition in the life of a poor peasant for whom dreams are more real than money. In spite of setbacks and the contempt of the village, Loas, who loved his land, his wife and child, and even the friendship of wastrels like young Barbacus, manages to draw them into his plans for a fertile, beautiful holding--plans which include the purchase of a donkey. When at last the donkey is theirs, the sad, patient wife, the child, Barbacus and Loas begin to feel for the first time the warmth of mutual dependence and respect. However, the snake wriggles into Eden in the form of an insidious rumor about the donkey carrying leprosy, and misery, distruct and the death of the donkey prove the fragility of the dreams of simple men. Somewhat crowded village detail but moving all the same."
60,60,0.2173,"story, collection, piece, tale, short, title, short_storie, good, writer, volume",,"Best known for his poetry, British author de la Mare (1873���1956), widely admired in his own day, had largely dropped from view until the publication last year of the first of three volumes currently reprinting his prose, Short Stories: 1895���1926. This new gathering reprints his last three story collections, along with a handful of remaining uncollected and unpublished stories. (A third volume, collecting his stories for children, will follow.) Here, again, de la Mare�۪s affinity for fantasy and ghost stories is on display, as is his skill at summoning moods and mastery of atmospherics, whether supernatural, dreamlike, or disconcertingly real.  Unjustly forgotten, de la Mare is well-served by the series, and the prospect of a deserved revival becomes that much more likely."
78,78,0.2133,"black, white, slave, race, color, people, southern, man, negro, racial","slave narrative/historical fiction","In White�۪s sixth novel (The Garden of Martyrs, 2004, etc.), a man captures a runaway slave and discovers moral qualms he�۪s been repressing for years. Tracking people is Augustus Cain�۪s only marketable skill, but he isn�۪t eager to practice it anymore. The patriotic Southerner isn�۪t against slavery, but he dislikes the superior attitude of the wealthy plantation owners who hire him and the dangers of extracting black fugitives from the increasingly abolitionist North. Faced with a huge gambling debt and the threatened loss of his beloved horse, however, Cain reluctantly agrees to retrieve runaway Rosetta for her master, a tobacco planter named Eberly whose extreme insistence suggests ���a more personal reason for wanting her back.�۝ Judging Cain not too reliable, Eberly saddles him with three companions: the white-trash Strofe brothers and the psychopathic Preacher, who tries to rape Rosetta almost as soon as she�۪s caught. Like most of the other heavily foreshadowed events here, the resulting confrontation between Cain and Preacher occurs primarily to provide an impetus for Cain to acknowledge the horrors of slavery and his feelings for the proud, abused Rosetta, which make it impossible for him to return her to Eberly. Despite lots of backstory about his service in the Mexican War and love for a peasant girl who was killed for sleeping with a gringo, Cain isn�۪t an interesting enough character for his moral awakening to be terribly compelling. Rosetta too is sketched in very broad strokes, and Eberly is a cartoon villain. The author has nothing new to say about slavery or the mixed motives of those who supported it, though that doesn�۪t prevent White from indulging in long passages that explain Cain�۪s shifting perspective rather than dramatizing it. It�۪s all as obvious as the protagonist�۪s surname. An epilogue that shows Cain on the eve of the battle of Antietam is almost offensive, suggesting that loving Rosetta changed nothing essential about him. Well-intentioned, but heavy-handed."
4,4,0.2102,"find, story, learn, world, return, end, life, back, search, japanese",,"As much a story of the struggle for personal as well as political freedom, this remarkable book, written in 1947, is a welcome recognition of Indonesian writer Pramoedya's considerable talent. Set in Japanese-occupied Java--the pre-independence name of Indonesia--Hardo, the fugitive of the title, is hiding from the Japanese. Though an officer in the army, Hardo and his friends at first welcomed the Japanese invasion as a means of winning Indonesian independence from the Dutch, but the Japanese occupation turned out to be brutal and rapacious. A failed revolt by Hardo and a fellow officer leads to their flight into the countryside, where they hide, disguised as beggars. Hardo believes that a third member of the conspiracy--Karmin--still serving the Japanese, betrayed them. On a visit to his old home, Hardo meets his fianc�ĉۡe's father, who begs him to spend the night, but he refuses, and stays instead in an old but where his own father suddenly appears. Not revealing his identity to his father, Hardo learns of his mother's death from grief, and of his father's plight. Stripped of his local offices by the Japanese in retaliation for Hardo's role, the father--mourning both his son and wife--can find release--freedom--only in gambling. Their discussion of freedom political and personal is interrupted by a Japanese search-party. Hardo has been betrayed by his fianc�ĉۡe's father. He is eventually captured, and finally confronts Karmin, who proves to be innocent; but as the Japanese commander is about to execute him, he is saved by the news of Japan's surrender. The country will be independent at last. Pramoedya is one of those rare writers who can let a story--well-told and moving--make profound observations about politics and the meaning of life without sounding didactic or tiresomely polemical. A notable accomplishment."
16,16,0.2097,"work, fiction, involve, focus, tone, ironic, result, fact, theme, offer",,"The Rediscovery-of-Barbara-Pym, a year or two old in England but begun here with the arrival of her new novel Quartet in Autumn (p. 773), now continues with the reissue of her most widely admired work, first published in 1952. Again the lightly satiric focus is on loneliness bravely borne, the bearing up being done here by that excellent woman Mildred Lathbury, a 35-ish spinster who becomes embroiled with the vicar, the neighbors, the neighbors' lodgers, and a few hopeless gentleman friends. Though more cleanly crafted, more consistently dry in tone than the comic/pathetic Quartet in Autumn, this 25-year-old novel, dated but of too recent a vintage for nostalgic charm, is less accessible to a broad audience, more of a special treat for lovers of the high, wry style."
14,14,0.2089,"love, sense, feel, feeling, fear, passion, break, life, marriage, death","romance","A second Australian novel () which offers an intense love story, projected against the shadow world of tuberculosis, with particular conviction and compassion. For Bart, restless by nature, returns from the wars to resume what had only been a momentary relationship with Jan, and, when she is diagnosed as tubercular, knows for the first time the full meaning of his love for her. Assuming the financial responsibility for her care in a private sanitarium when no bed is otherwise available, Bart gives her also her one hope of recovery in his love for her. And in the setback she experiences, brought on by a casual infidelity with another woman, Bart feels only the bitterness of guilt rather than the resentment of her dependence which increases when she is sent home. Marrying her, so that he can take care of her, this follows the slow progression of the days while waiting for a vacancy in a state hospital, the weakening and worsening of the disease, and finally the admission to a hospital where Bart gets a job as orderly- to be near her, only to face the hopeless acknowledgment that she will die... While there may be little literary virtue here, this- in its portrayal of the long travail of illness and the selfless devotion it elicits, is direct and touching in its emotional impact."
35,35,0.2087,"begin, end, meet, lose, job, turn, offer, leave, eventually, year",,"    British novelist Boyd (Brazzaville Beach, 1991, etc.) cooks up a wild plot revolving around a long-lost, world-traveling father and his go-getter daughter, but he gets preoccupied with fictive gymnastics at the expense of creating characters to care about.       Kay, a rising young architect in LA in 1936, tells the story of Salvador Carriscant, a mysterious stranger who claims to be her father. Having thought that her real father died when she was an infant, Kay refuses to believe Carriscant, but nevertheless lets him talk her into trekking to Lisbon to track down a woman from his past. This woman, not Kay's mother, was the love of Carriscant's life back in the Philippines at the turn of the century, and the majority of the book is taken up with Kay's retelling of how he lost her. A prominent surgeon in Manila, Carriscant is called in to examine the bodies of two American soldiers whose deaths prompt a murder investigation. Mired in an arid marriage to Kay's mother, Carriscant falls in love with an American officer's wife and together they plan to flee the Philippines to start their lives over. She escapes, but Carriscant is implicated in the murders and ends up being separated from her for 30 years. Hence he tracks down Kay (born after his wife left him as a result of the scandal), then convinces her to go to Lisbon for one last look at the woman who got away. Since the reader knows from the beginning that Carriscant is going to lose his love, and since the narration makes a big point of Kay not believing anything Carriscant says, it is difficult to form attachments to any of the characters.       Well written, intricately detailed and researched, but uncompelling."
48,48,0.2059,"child, mother, baby, daughter, woman, love, bear, pregnant, die, marry","romance","Hunt, famous for 15 minutes during the late Sixties as the Broadway star of Hair and the mother of Mick Jagger's first child, makes her fiction debut with a dark, flash-backed tale about three poor black sisters--and a God-fearing old woman--burned by fleeting fame. ""Love is stronger than death"": Baby Palatine, a religious old woman, said those words to Joy Bang when Joy was just a lonely little girl hanging around the apartment complex Baby and her husband managed in Oakland, California. Neglected by their mother, Joy and her two sisters were nurtured by Baby, who dragged them to church and baked them birthday cakes and tried to make up for the lack of structure in their lives. Little Joy was always special to Baby, however--her ""God-sent"" child--and poor barren old Baby Palatine had tried to give her words to live by. But Baby never could have predicted that the girls would band into ""Bang Bang Bang,"" a rock group that soared to the top of the charts only to crash because Brenda--ugly Brenda with the gorgeous voice--confessed in the gay press to being a lesbian. Brenda even confessed that her first lesbian crush was the preacher's wife at Baby's church. ("" 'Oh dear Lord,' I prayed to myself, 'please don't let this woman tell me nothing I don't need to hear this day about Naomi Earl.' "") After Bang Bang Bang faltered, Joy pulled away from Baby and her sisters, spending her years trailing after a skinny country-singer named Rex Hightower. Meanwhile, Baby kept loving her like her child, so when the news came that Joy was dead--dead from a drug overdose--Baby denied it. Soon, however, Baby has to confront a string of strange, dark secrets about Joy, secrets that only the strongest love can overcome. A rock 'n' roll gothic thriller, as ragged and excessive as a garage band. Hunt has talent, but her rich images get swamped by a wildly contrived ending."
49,49,0.204,"good, thing, back, find, make, end, happen, run, leave, real",,"The quasi-cosmic, picaresque journey of twelve-year-old Jack Sawyer--across America on foot, ""flipping"" in and out of a parallel universe called the ""Territories""--in quest of a magical talisman that will save his widowed mother (a former B-movie star) from dying of cancer. Jack's trek begins on the Atlantic coast, where an old black man at a seedy ""Funworld"" tells him about the Territories, The Talisman, and the ""Twinners"" (parallel-universe doppelgangers); and these first chapters recall the murky hoo-hah of Straub's opaque Shadowland--as Jack learns that his nemesis is his dead father's evil business partner Morgan Sloat, known in the Territories as ""Morgan of Orris."" Still, Jack plunges ahead--walking west but flipping into the Territories whenever Morgan's pursuit becomes lethal. . . and vice versa. In the real world his ordeals include: slave-labor at an upstate N.Y. tavern; harassment from pederasts; dreadful days in a neo-Diekensian ""Home"" for delinquent boys. In the semi-medieval Territories, he faces tree-monsters and assorted ""thing"" attackers--but also acquires a devoted, brave sidekick: a werewolf named Wolf, who travels with Jack into the real world. (This 150-page section, midway through, is prime alien-fiction ���� la King--funny, touching, complete with a Carrie-like outburst of retaliation from poor, sweet Wolf.) And eventually, after Wolf's noble demise, lack reaches the midwestern prep school of chum Richard Sloat (son of Morgan)--who'll reluctantly accompany him the rest of the paranoid-peril way: across the radioactive Blasted Lands on a magical train, then flipping into real-world California. . . where The Talisman awaits (""COME TO ME! COME NOW!"") in a black hotel. Fans of King's horror, then, will probably be irritated by the pretentious, verbose, psycho-gothic/philosophical fantasy here--which involves coming-of-age, the Twinner gestalt, the sinful secrets of Jack's dead dad, and heavy good-vs.-evil breathing. (See King's The Stand as well as lesser Straub.) At the other extreme is a lot of King-style sentimentality and jokey vulgarity--with Jack's mind implausibly embracing four decades of pop-culture allusions. But, with some gripping sequences along the way and the double-whammy byline, this grandiose, meandering saga--echoing Oz, Alice, and Huck Finn--is sure to reach a massive audience. . . and satisfy about half of it."
34,34,0.2018,"student, school, teacher, college, teach, class, young, professor, year, friend",,"A businessman almost destroys a liberal-arts college in this scattershot satire from essayist/commentator Rosenblatt (Lapham Rising, 2006, etc.). Ancient, prestigious Beet College, north of Boston, was founded by a pig farmer. The hog motif is ubiquitous, so it�۪s fitting that the chairman of the board of trustees, Joel Bollovate, the mighty real-estate developer, is quite a pig himself. Bollovate is threatening to close the college; the $265 million endowment has been spent. He has issued an ultimatum. Unless the faculty can come up with a new curriculum that will bring in big bucks fast, it�۪s doomsday. Young Professor Peace Porterfield is chosen to chair the CCR (committee on curriculum reform). Idealistic and unworldly, Peace is a hero in the Frank Capra/Jimmy Stewart mold. He believes the heart of a university is teaching and learning, not committees, but he accepts the challenge, though his colleagues are a bunch of craven PC buffoons, and the CCR meetings go nowhere. Aside from the cartoonish villain Bollovate, Rosenblatt reserves his most withering scorn for the faculty, but he also jabs at a handful of disruptive students bent on nihilistic indolence. Their leader is a transfer student, a Southern belle desperate to conceal her past, who is being courted unsuccessfully by a faux Arab, Akim Ben Laden, actually a Jewish kid rebelling against his despotic father, a rabbi. The students�۪ antics, which include the occupation of two buildings, fill up the hole where a plot should have been, but the humor falls flat. In welcome contrast is a straightforward description of Peace teaching a poetry class; Rosenblatt celebrates beautifully the joy of the classroom before returning to more antics. Akim, in his off-campus cave, makes an amazing online discovery about Bollovate that ends the story. With a lighter touch Rosenblatt might have produced a successful wry comedy."
